Looking in "D:\s\yt_courbe_niveau_imperial.gdb" 
Feature classes found: 424
         43925 function calls (41924 primitive calls) in 27.475 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 _base.py:530(get_)
        1    0.000    0.000    0.000    0.000 arcobjects.py:1107(Schema)
        1    0.000    0.000    0.000    0.000 <string>:1(ArgInfo)
        1    0.000    0.000    0.000    0.000 locale.py:347(normalize)
        1    0.000    0.000    0.000    0.000 <string>:1(ModuleInfo)
        1    0.000    0.000    0.000    0.000 _mapping.py:996(PDFDocument)
        1    0.000    0.000    0.000    0.000 _mapping.py:1155(PageLayout)
        1    0.000    0.000    0.000    0.000 <string>:1(Match)
        5    0.000    0.000    0.000    0.000 {apply}
        1    0.000    0.000    0.000    0.000 <string>:1(Arguments)
        1    0.000    0.000    0.000    0.000 util.py:4(<module>)
        2    0.000    0.000    0.000    0.000 __init__.py:432(__getattr__)
        1    0.000    0.000    0.000    0.000 threading.py:1088(__init__)
        1    0.000    0.000    0.000    0.000 atexit.py:6(<module>)
        3    0.000    0.000    0.000    0.000 index_tricks.py:228(__init__)
       24    0.000    0.000    0.000    0.000 sre_parse.py:211(isident)
        1    0.000    0.000    0.000    0.000 _mapping.py:1218(TableView)
        1    0.000    0.000    0.000    0.000 threading.py:573(set)
        1    0.000    0.000    0.000    0.000 _internal.py:219(_ctypes)
        1    0.000    0.000    0.000    0.000 ufunclike.py:4(<module>)
        1    0.000    0.000    0.000    0.000 <string>:1(Bookmark)
        1    0.000    0.000    0.000    0.000 polynomial.py:928(poly1d)
        1    0.000    0.000    0.000    0.000 __init__.py:1094(Logger)
        1    0.000    0.000   18.291   18.291 __init__.py:860(ListFeatureClasses)
        8    0.000    0.000    0.000    0.000 {method 'iteritems' of 'dictproxy' objects}
        1    0.000    0.000    0.000    0.000 arcobjects.py:182(Field)
        1    0.000    0.000    0.000    0.000 _ga.py:230(CrossValidationResult)
        2    0.000    0.000    0.000    0.000 threading.py:241(Condition)
        7    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
        1    0.000    0.000    0.000    0.000 _base.py:14(_NamedAttrObject)
        1    0.000    0.000    0.000    0.000 fnmatch.py:11(<module>)
        1    0.000    0.000    0.000    0.000 weakref.py:47(__init__)
        1    0.000    0.000    0.000    0.000 _mapping.py:750(LayerTime)
        1    0.000    0.000    0.000    0.000 _mapping.py:307(LayoutElement)
        1    0.000    0.000    0.000    0.000 {method 'format' of 'unicode' objects}
        1    0.000    0.000    0.000    0.000 __config__.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _mapping.py:1318(TextElement)
        1    0.000    0.000    0.000    0.000 _mapping.py:515(DataFrameTime)
        1    0.000    0.000    0.000    0.000 _base.py:21(_ArcobjectPassthrough)
        1    0.000    0.000    0.000    0.000 arcobjects.py:1045(Result)
        1    0.000    0.000    0.000    0.000 _mapping.py:547(GraduatedSymbolsSymbology)
        1    0.000    0.000    0.000    0.000 mixins.py:523(ImageFileExportMixin)
        1    0.000    0.000    0.000    0.000 {numpy.core.umath.seterrobj}
        1    0.000    0.000    0.000    0.000 _mapping.py:765(LegendElement)
        1    0.000    0.000    0.000    0.000 mixins.py:326(RasterClassifiedExclusionMixin)
        1    0.000    0.000    0.000    0.000 collections.py:381(Counter)
        1    0.000    0.000    0.000    0.000 getlimits.py:192(iinfo)
        1    0.000    0.000    0.000    0.000 __init__.py:1109(__init__)
        1    0.000    0.000    0.000    0.000 utils.py:1424(__enter__)
        1    0.000    0.000    0.000    0.000 _mapping.py:1359(UniqueValuesSymbology)
        1    0.000    0.000    0.000    0.000 copy_reg.py:14(pickle)
        1    0.000    0.000    0.000    0.000 arcobjects.py:307(FieldMappings)
        1    0.000    0.000    0.000    0.000 <string>:1(<module>)
        6    0.000    0.000    0.000    0.000 opcode.py:35(jrel_op)
        1    0.000    0.000    0.000    0.000 time.py:119(TimeZoneInfo)
        1    0.000    0.000    0.000    0.000 arcobjects.py:259(FieldMap)
        1    0.000    0.000    0.000    0.000 locale.py:514(getlocale)
        1    0.000    0.000    0.000    0.000 __init__.py:646(Handler)
        1    0.000    0.000    0.000    0.000 arcobjects.py:199(FieldInfo)
        1    0.000    0.000    0.000    0.000 os.py:422(__getitem__)
        3    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        1    0.000    0.000    0.000    0.000 arcobjects.py:972(Point)
        6    0.000    0.000    0.000    0.000 opcode.py:39(jabs_op)
        1    0.000    0.000    0.000    0.000 core.py:5507(mvoid)
        1    0.000    0.000    0.000    0.000 _mapping.py:1190(RasterClassifiedSymbology)
        1    0.000    0.000    0.000    0.000 core.py:5697(MaskedConstant)
        1    0.000    0.000    0.000    0.000 core.py:5703(__new__)
        1    0.000    0.000    0.000    0.000 threading.py:254(_Condition)
        7    0.000    0.000    0.000    0.000 __future__.py:75(__init__)
        1    0.000    0.000    0.000    0.000 locale.py:415(_parse_localename)
        1    0.000    0.000    0.000    0.000 arrayterator.py:21(Arrayterator)
        5    0.000    0.000    0.000    0.000 threading.py:58(__init__)
        1    0.000    0.000    0.000    0.000 _mapping.py:530(GraduatedColorsSymbology)
        1    0.000    0.000    0.000    0.000 arcobjects.py:42(Array)
        1    0.000    0.000    0.000    0.000 StringIO.py:42(StringIO)
        1    0.000    0.000    0.000    0.000 _graph.py:915(GraphTemplate)
        1    0.000    0.000    0.000    0.000 extras.py:1427(__init__)
        1    0.000    0.000    0.000    0.000 utils.py:1416(__init__)
        1    0.000    0.000    0.001    0.001 _base.py:464(getSystemToolboxesPaths)
        1    0.000    0.000    0.000    0.000 _datasource.py:482(Repository)
        1    0.000    0.000    0.000    0.000 CompoundParameter.py:39(_CompoundParameter)
        1    0.000    0.000    0.000    0.000 arcobjects.py:1240(ValueTable)
        1    0.000    0.000    0.000    0.000 loader.py:38(TestLoader)
        5    0.000    0.000    0.000    0.000 __init__.py:359(_FuncPtr)
        1    0.000    0.000    0.000    0.000 _ga.py:32(SearchNeighborhoodStandard)
        1    0.000    0.000    0.000    0.000 _mapping.py:584(LabelClass)
        1    0.000    0.000    0.000    0.000 threading.py:558(__init__)
        1    0.000    0.000    0.000    0.000 difflib.py:46(SequenceMatcher)
        1    0.000    0.000    0.000    0.000 utils.py:988(SafeEval)
        1    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 ParameterClasses.py:2376(TfLogisticGrowth)
        1    0.000    0.000    0.000    0.000 arcobjects.py:21(ArcSDESQLExecute)
        1    0.000    0.000    0.000    0.000 _datasource.py:148(DataSource)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:153(_ndptr)
        1    0.000    0.000    0.000    0.000 runner.py:28(TextTestResult)
        1    0.000    0.000    0.000    0.000 {imp.get_suffixes}
        1    0.000    0.000    0.000    0.000 threading.py:131(__init__)
        1    0.000    0.000    0.000    0.000 main.py:63(TestProgram)
        1    0.000    0.000    0.000    0.000 records.py:214(record)
        1    0.000    0.000    0.000    0.000 threading.py:372(notify)
        1    0.000    0.000    0.000    0.000 nosetester.py:85(NoseTester)
        1    0.000    0.000    0.000    0.000 _import_tools.py:6(PackageLoader)
        1    0.000    0.000    0.000    0.000 difflib.py:1672(HtmlDiff)
        1    0.000    0.000    0.000    0.000 ParameterClasses.py:1318(TimeWholeYear)
        1    0.000    0.000    0.000    0.000 ElementTree.py:1365(TreeBuilder)
        1    0.000    0.000    0.000    0.000 weakref.py:243(__init__)
        3    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
        1    0.000    0.000    0.000    0.000 arcobjects.py:858(Index)
       68    0.000    0.000    0.000    0.000 {globals}
        1    0.000    0.000    0.000    0.000 time.py:27(EsriTimeDelta)
        1    0.000    0.000    0.000    0.000 warnings.py:74(simplefilter)
        1    0.000    0.000    0.000    0.000 mixins.py:376(LayerMixin)
        1    0.000    0.000    0.000    0.000 mixins.py:493(DataFrameMixin)
        1    0.000    0.000    0.000    0.000 npyio.py:126(NpzFile)
        1    0.000    0.000    0.000    0.000 numeric.py:2571(_setdef)
        1    0.000    0.000    0.000    0.000 ElementTree.py:605(ElementTree)
        2    0.000    0.000    0.000    0.000 utils.py:108(__init__)
        1    0.000    0.000    0.000    0.000 _iotools.py:145(LineSplitter)
        1    0.000    0.000    0.000    0.000 geometries.py:31(Multipoint)
        1    0.000    0.000    0.000    0.000 ElementTree.py:1455(XMLParser)
        1    0.000    0.000    0.000    0.000 records.py:284(recarray)
        1    0.000    0.000    0.000    0.000 arrayprint.py:655(LongFloatFormat)
        2    0.000    0.000    0.000    0.000 numeric.py:1473(set_string_function)
        1    0.000    0.000    0.000    0.000 _mapping.py:1212(StyleItem)
        1    0.000    0.000    0.000    0.000 utils.py:51(ArgAdaptor)
        1    0.000    0.000    0.000    0.000 geometries.py:64(Polygon)
        1    0.000    0.000    0.000    0.000 case.py:1018(FunctionTestCase)
        1    0.000    0.000    0.000    0.000 __init__.py:1375(__init__)
        1    0.000    0.000    0.000    0.000 suite.py:16(BaseTestSuite)
        7    0.000    0.000    0.000    0.000 case.py:609(_deprecate)
        1    0.000    0.000    0.000    0.000 __init__.py:332(CDLL)
        1    0.000    0.000    0.000    0.000 arcobjects.py:868(NetCDFFileProperties)
        1    0.000    0.000    0.000    0.000 _mapping.py:983(MapSurround)
        1    0.000    0.000    0.000    0.000 arcobjects.py:83(Cursor)
        1    0.000    0.000    0.000    0.000 suite.py:252(_ErrorHolder)
        1    0.000    0.000    0.000    0.000 core.py:5876(__init__)
        1    0.000    0.000    0.000    0.000 {_ctypes.set_conversion_mode}
        1    0.000    0.000    0.000    0.000 info.py:84(<module>)
        3    0.000    0.000    0.000    0.000 __init__.py:494(CFunctionType)
        1    0.000    0.000    0.000    0.000 index_tricks.py:453(__init__)
        1    0.000    0.000    0.000    0.000 getlimits.py:22(finfo)
        1    0.000    0.000    0.000    0.000 ParameterClasses.py:104(FuzzyGaussian)
        1    0.000    0.000    0.000    0.000 _ga.py:259(GADatasets)
        1    0.000    0.000    0.000    0.000 machar.py:15(MachAr)
        1    0.000    0.000    0.000    0.000 ParameterClasses.py:2588(VfLinear)
        1    0.000    0.000    0.000    0.000 geometries.py:89(Polyline)
        1    0.000    0.000    0.000    0.000 os.py:444(get)
        1    0.000    0.000    0.000    0.000 runner.py:119(TextTestRunner)
        1    0.000    0.000    0.000    0.000 threading.py:124(_RLock)
        1    0.000    0.000    0.000    0.000 index_tricks.py:431(__init__)
        1    0.000    0.000    0.000    0.000 _ga.py:141(SearchNeighborhoodStandardCircular)
        1    0.000    0.000    0.000    0.000 ParameterClasses.py:2452(TfLogisticDecay)
        1    0.000    0.000    0.000    0.000 threading.py:399(notifyAll)
        9    0.000    0.000    0.000    0.000 {method 'iteritems' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 mixins.py:153(ArrayMixin)
        1    0.000    0.000    0.000    0.000 ParameterClasses.py:403(HfBinary)
        1    0.000    0.000    0.000    0.000 ParameterClasses.py:227(FuzzyMSLarge)
        1    0.000    0.000    0.000    0.000 suite.py:78(TestSuite)
        3    0.000    0.000    0.000    0.000 __init__.py:104(CFunctionType)
        1    0.000    0.000    0.000    0.000 __init__.py:346(Formatter)
        1    0.000    0.000    0.000    0.000 threading.py:113(RLock)
        2    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
        4    0.000    0.000    0.000    0.000 __init__.py:429(__init__)
        3    0.000    0.000    0.000    0.000 core.py:736(__init__)
        1    0.000    0.000    0.000    0.000 ParameterClasses.py:1198(TimeWithinDay)
        1    0.000    0.000    0.000    0.000 records.py:83(format_parser)
        1    0.000    0.000    0.000    0.000 ParameterClasses.py:2808(VfCos)
        1    0.000    0.000    0.000    0.000 ParameterClasses.py:186(FuzzyLinear)
        1    0.000    0.000    0.000    0.000 geometries.py:48(PointGeometry)
        1    0.000    0.000    0.000    0.000 core.py:5864(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1383(LoggerAdapter)
        1    0.000    0.000    0.000    0.000 ParameterClasses.py:854(NbrIrregular)
        1    0.000    0.000    0.000    0.000 ParameterClasses.py:1037(RadiusVariable)
        2    0.000    0.000    0.000    0.000 {method 'acquire' of 'thread.lock' objects}
        1    0.000    0.000    0.000    0.000 ParameterClasses.py:2100(TfSymmetricLinear)
        1    0.000    0.000    0.000    0.000 ParameterClasses.py:533(HfInverseLinear)
        1    0.000    0.000    0.000    0.000 UserDict.py:4(__init__)
        4    0.000    0.000    0.000    0.000 {method 'count' of 'list' objects}
        1    0.000    0.000    0.000    0.000 ParameterClasses.py:813(NbrCircle)
        1    0.000    0.000    0.000    0.000 function_base.py:1706(vectorize)
        1    0.000    0.000    0.000    0.000 ParameterClasses.py:687(KrigingModelUniversal)
        1    0.000    0.000    0.000    0.000 ParameterClasses.py:2904(VfCosSec)
        1    0.000    0.000    0.000    0.000 core.py:2252(_MaskedPrintOption)
        1    0.000    0.000    0.000    0.000 {zip}
        1    0.000    0.000    0.000    0.000 ParameterClasses.py:2698(VfSymLinear)
        1    0.000    0.000    0.000    0.000 pprint.py:84(PrettyPrinter)
        2    0.000    0.000    0.000    0.000 utils.py:93(_set_function_name)
        1    0.000    0.000    0.000    0.000 threading.py:539(Event)
        1    0.000    0.000    0.000    0.000 arcobjects.py:351(Filter)
        1    0.000    0.000    0.000    0.000 ParameterClasses.py:145(FuzzyLarge)
        1    0.000    0.000    0.000    0.000 ParameterClasses.py:765(NbrAnnulus)
        1    0.000    0.000    0.000    0.000 _ga.py:93(SearchNeighborhoodSmooth)
        1    0.000    0.000    0.000    0.000 ParameterClasses.py:2856(VfSec)
        1    0.000    0.000    0.000    0.000 ParameterClasses.py:936(NbrWedge)
        1    0.000    0.000    0.000    0.000 ParameterClasses.py:1893(TfMSLarge)
        1    0.000    0.000    0.000    0.000 ParameterClasses.py:2643(VfInverseLinear)
        1    0.000    0.000    0.000    0.000 ParameterClasses.py:1078(RadiusFixed)
        1    0.000    0.000    0.000    0.000 ParameterClasses.py:2540(VfBinary)
        1    0.000    0.000    0.000    0.000 ElementTree.py:104(_SimpleElementPath)
        1    0.000    0.000    0.000    0.000 tokenize.py:45(any)
        1    0.000    0.000    0.000    0.000 memmap.py:20(memmap)
        1    0.000    0.000    0.000    0.000 ParameterClasses.py:2031(TfLinear)
        1    0.000    0.000    0.000    0.000 ParameterClasses.py:1755(TfLarge)
        1    0.000    0.000    0.000    0.000 _mapping.py:564(GraphicElement)
        1    0.000    0.000    0.000    0.000 difflib.py:766(Differ)
        1    0.000    0.000    0.000    0.000 ParameterClasses.py:626(KrigingModelOrdinary)
        1    0.000    0.000    0.000    0.000 ParameterClasses.py:1686(TfNear)
        1    0.000    0.000    0.000    0.000 core.py:2401(_arraymethod)
        1    0.000    0.000    0.000    0.000 info.py:83(<module>)
        1    0.000    0.000    0.000    0.000 _base.py:39(_BaseArcObject)
        1    0.000    0.000    0.000    0.000 threading.py:422(_Semaphore)
        1    0.000    0.000    0.000    0.000 extras.py:1497(__init__)
        1    0.000    0.000    0.000    0.000 ParameterClasses.py:485(HfLinear)
        1    0.000    0.000    0.000    0.000 _mapping.py:1346(TimeUnits)
        1    0.000    0.000    0.000    0.000 core.py:886(_MaskedBinaryOperation)
        1    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
        1    0.000    0.000    0.000    0.000 ParameterClasses.py:444(HfForward)
        1    0.000    0.000    0.000    0.000 ParameterClasses.py:1617(TfGaussian)
        1    0.000    0.000    0.000    0.000 ParameterClasses.py:2238(TfLogarithm)
        1    0.000    0.000    0.000    0.000 threading.py:549(_Event)
        1    0.000    0.000    0.000    0.000 ParameterClasses.py:2753(VfSymInverseLinear)
        1    0.000    0.000    0.000    0.000 info.py:147(<module>)
        1    0.000    0.000    0.000    0.000 mixins.py:1071(ResultMixin)
        1    0.000    0.000    0.000    0.000 index_tricks.py:82(nd_grid)
        1    0.000    0.000    0.000    0.000 Utils.py:28(StateSwapper)
        1    0.000    0.000    0.000    0.000 arcobjects.py:1233(Value)
        2    0.000    0.000    0.000    0.000 {numpy.core.multiarray.set_string_function}
        1    0.000    0.000    0.000    0.000 version.py:3(<module>)
        1    0.000    0.000    0.000    0.000 ParameterClasses.py:888(NbrRectangle)
        1    0.000    0.000    0.000    0.000 ParameterClasses.py:2307(TfPower)
        1    0.000    0.000    0.000    0.000 arcobjects.py:1031(RecordSet)
        1    0.000    0.000    0.000    0.000 ParameterClasses.py:3115(WSTable)
        1    0.000    0.000    0.000    0.000 ParameterClasses.py:1246(TimeSpecialDays)
        1    0.000    0.000    0.000    0.000 __init__.py:881(FileHandler)
        1    0.000    0.000    0.000    0.000 arcobjects.py:167(FeatureSet)
        1    0.000    0.000    0.000    0.000 threading.py:787(_set_ident)
        6    0.000    0.000    0.000    0.000 core.py:768(__init__)
        1    0.000    0.000    0.000    0.000 _datasource.py:47(_FileOpeners)
        1    0.000    0.000    0.000    0.000 utils.py:1440(__exit__)
        2    0.000    0.000    0.000    0.000 tokenize.py:46(maybe)
        4    0.000    0.000    0.000    0.000 core.py:2443(__get__)
        1    0.000    0.000    0.000    0.000 ParameterClasses.py:350(FuzzySmall)
        1    0.000    0.000    0.000    0.000 __init__.py:992(Manager)
        1    0.000    0.000    0.000    0.000 _datasource.py:70(__init__)
        1    0.000    0.000    0.000    0.000 ParameterClasses.py:268(FuzzyMSSmall)
        2    0.000    0.000    0.000    0.000 index_tricks.py:142(__init__)
        1    0.000    0.000    0.000    0.000 _mapping.py:1207(StyleGallery)
        1    0.000    0.000    0.000    0.000 _mapping.py:1184(PictureElement)
        2    0.000    0.000    0.000    0.000 index_tricks.py:643(__init__)
        1    0.000    0.000    0.000    0.000 info.py:34(<module>)
        1    0.000    0.000    0.000    0.000 ParameterClasses.py:2959(VfSecCos)
        1    0.000    0.000    0.000    0.000 __init__.py:573(Filterer)
        1    0.000    0.000    0.000    0.000 _ga.py:196(SearchNeighborhoodSmoothCircular)
        1    0.000    0.000    0.000    0.000 ParameterClasses.py:2169(TfExponential)
        1    0.000    0.000    0.000    0.000 ParameterClasses.py:1962(TfMSSmall)
        1    0.000    0.000    0.000    0.000 ParameterClasses.py:991(NbrWeight)
        1    0.000    0.000    0.000    0.000 arrayprint.py:523(FloatFormat)
        1    0.000    0.000    0.000    0.000 ParameterClasses.py:309(FuzzyNear)
        1    0.000    0.000    0.000    0.000 ParameterClasses.py:1270(TimeMultipleDays)
        1    0.000    0.000    0.000    0.000 __init__.py:388(PyDLL)
        1    0.000    0.000    0.000    0.000 core.py:2471(MaskedIterator)
        1    0.000    0.000    0.000    0.000 __init__.py:182(_checkLevel)
        1    0.000    0.000    0.000    0.000 ParameterClasses.py:3056(WOTable)
        1    0.000    0.000    0.000    0.000 mixins.py:494(elementPositionX)
        1    0.000    0.000    0.000    0.000 index_tricks.py:210(AxisConcatenator)
        1    0.000    0.000    0.000    0.000 ParameterClasses.py:3014(VfTable)
        3    0.000    0.000    0.000    0.000 _inspect.py:159(<lambda>)
        1    0.000    0.000    0.000    0.000 index_tricks.py:505(ndindex)
        1    0.000    0.000    0.000    0.000 ParameterClasses.py:1824(TfSmall)
        1    0.000    0.000    0.000    0.000 info.py:175(<module>)
        1    0.000    0.000    0.000    0.000 ParameterClasses.py:581(HfTable)
        1    0.000    0.000    0.000    0.000 core.py:1032(_DomainedBinaryOperation)
        1    0.000    0.000    0.000    0.000 _graph.py:156(_SeriesScatterPlot)
        1    0.000    0.000    0.000    0.000 atexit.py:37(register)
        1    0.000    0.000    0.000    0.000 _graph.py:32(_SeriesArea)
        1    0.000    0.000    0.000    0.000 core.py:7120(_convert2ma)
        1    0.000    0.000    0.000    0.000 threading.py:1086(_MainThread)
        1    0.000    0.000    0.000    0.000 {sum}
        1    0.000    0.000    0.000    0.000 __init__.py:428(LibraryLoader)
        1    0.000    0.000    0.000    0.000 __init__.py:536(Filter)
        1    0.000    0.000    0.000    0.000 core.py:5807(_extrema_operation)
        1    0.000    0.000    0.000    0.000 mixins.py:474(TableViewMixin)
        1    0.000    0.000    0.000    0.000 extras.py:1415(MAxisConcatenator)
        1    0.000    0.000    0.000    0.000 threading.py:56(_Verbose)
        1    0.000    0.000    0.000    0.000 __init__.py:230(LogRecord)
        1    0.000    0.000    0.000    0.000 utils.py:1394(WarningManager)
        1    0.000    0.000    0.000    0.000 __init__.py:243(c_char_p)
        1    0.000    0.000    0.000    0.000 string.py:131(__init__)
        1    0.000    0.000    0.000    0.000 extras.py:222(_fromnxfunction)
        1    0.000    0.000    0.000    0.000 ElementTree.py:580(QName)
        1    0.000    0.000    0.000    0.000 utils.py:1364(WarningMessage)
        1    0.000    0.000    0.000    0.000 __future__.py:74(_Feature)
        1    0.000    0.000    0.000    0.000 case.py:98(_AssertRaisesContext)
        1    0.000    0.000    0.000    0.000 mixins.py:501(elementPositionY)
        6    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 ElementTree.py:1205(_IterParseIterator)
        1    0.000    0.000    0.000    0.000 runner.py:12(_WritelnDecorator)
        1    0.000    0.000    0.000    0.000 core.py:5918(_frommethod)
        1    0.000    0.000    0.000    0.000 mixins.py:894(ArcSDESQLExecuteMixin)
        1    0.000    0.000    0.000    0.000 _graph.py:59(_SeriesLine)
        1    0.000    0.000    0.000    0.000 utils.py:97(_Deprecate)
        1    0.000    0.000    0.000    0.000 core.py:728(_DomainCheckInterval)
        1    0.000    0.000    0.000    0.000 ParameterClasses.py:1539(TopoCliff)
        1    0.000    0.000    0.000    0.000 threading.py:1056(_Timer)
        1    0.000    0.000    0.000    0.000 _na.py:34(ClosestFacilitySolverProperties)
        1    0.000    0.000    0.000    0.000 __init__.py:390(__init__)
        1    0.000    0.000    0.000    0.000 _mapping.py:992(MapSurroundElement)
        1    0.000    0.000    0.000    0.000 ParameterClasses.py:1583(TopoExclusion)
        1    0.000    0.000    0.000    0.000 numeric.py:2497(errstate)
        1    0.000    0.000    0.000    0.000 _graph.py:113(_SeriesBarMinMax)
        1    0.000    0.000    0.000    0.000 core.py:781(_DomainGreater)
        1    0.000    0.000    0.000    0.000 __init__.py:997(__init__)
        1    0.000    0.000    0.000    0.000 ParameterClasses.py:1561(TopoCoast)
        1    0.000    0.000    0.000    0.000 __init__.py:1671(NullHandler)
        1    0.000    0.000    0.000    0.000 _graph.py:213(_SeriesPolar)
        1    0.000    0.000    0.000    0.000 polyutils.py:48(RankWarning)
        1    0.000    0.000    0.000    0.000 ParameterClasses.py:1517(TopoLake)
        1    0.000    0.000    0.000    0.000 mixins.py:515(elementWidth)
        1    0.000    0.000    0.000    0.000 ParameterClasses.py:1361(_TopoInputNestedList)
        1    0.000    0.000    0.000    0.000 numeric.py:2493(_unspecified)
        1    0.000    0.000    0.000    0.000 mixins.py:448(LayerDocumentMixin)
        1    0.000    0.000    0.000    0.000 threading.py:299(_is_owned)
        1    0.000    0.000    0.000    0.000 ParameterClasses.py:1191(_Time)
        1    0.000    0.000    0.000    0.000 __init__.py:406(HRESULT)
        1    0.000    0.000    0.000    0.000 mixins.py:1042(PointMixin)
        1    0.000    0.000    0.000    0.000 inspect.py:632(BlockFinder)
        1    0.000    0.000    0.000    0.000 __init__.py:945(PlaceHolder)
        1    0.000    0.000    0.000    0.000 __init__.py:219(c_ulonglong)
        1    0.000    0.000    0.000    0.000 arrayprint.py:635(IntegerFormat)
        1    0.000    0.000    0.000    0.000 _internal.py:212(_missing_ctypes)
        1    0.000    0.000    0.000    0.000 core.py:126(MAError)
        1    0.000    0.000    0.000    0.000 core.py:793(_DomainGreaterEqual)
        1    0.000    0.000    0.000    0.000 index_tricks.py:337(RClass)
        1    0.000    0.000    0.000    0.000 mixins.py:238(ParameterMixin)
        1    0.000    0.000    0.000    0.000 _graph.py:86(_SeriesBar)
        1    0.000    0.000    0.000    0.000 _na.py:74(ODCostMatrixSolverProperties)
        1    0.000    0.000    0.000    0.000 _graph.py:139(_SeriesHistogram)
        1    0.000    0.000    0.000    0.000 arrayprint.py:740(TimedeltaFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:712(DatetimeFormat)
        1    0.000    0.000    0.000    0.000 mixins.py:1016(FieldInfoMixin)
        1    0.000    0.000    0.000    0.000 npyio.py:82(BagObj)
        1    0.000    0.000    0.000    0.000 __init__.py:810(StreamHandler)
        2    0.000    0.000    0.000    0.000 inspect.py:846(<lambda>)
        1    0.000    0.000    0.000    0.000 __init__.py:578(__init__)
        1    0.000    0.000    0.000    0.000 ParameterClasses.py:1407(TopoPointElevation)
        3    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 signals.py:9(_InterruptHandler)
        1    0.000    0.000    0.000    0.000 ParameterClasses.py:1451(TopoStream)
        1    0.000    0.000    0.000    0.000 ParameterClasses.py:1429(TopoContour)
        1    0.000    0.000    0.000    0.000 _inspect.py:160(<lambda>)
        1    0.000    0.000    0.000    0.000 index_tricks.py:600(IndexExpression)
        1    0.000    0.000    0.000    0.000 mixins.py:976(ExtentMixin)
        1    0.000    0.000    0.000    0.000 core.py:750(_DomainTan)
        1    0.000    0.000    0.000    0.000 _graph.py:260(_GraphPropsGeneral)
        1    0.000    0.000    0.000    0.000 arcobjects.py:1016(RandomNumberGenerator)
        1    0.000    0.000    0.000    0.000 ParameterClasses.py:1495(TopoBoundary)
        1    0.000    0.000    0.000    0.000 numeric.py:37(ComplexWarning)
        1    0.000    0.000    0.000    0.000 _graph.py:190(_SeriesBubble)
        1    0.000    0.000    0.000    0.000 core.py:766(_DomainSafeDivide)
        1    0.000    0.000    0.000    0.000 ParameterClasses.py:1473(TopoSink)
        1    0.000    0.000    0.000    0.000 ParameterClasses.py:1124(_Remap)
        1    0.000    0.000    0.000    0.000 __init__.py:159(py_object)
        1    0.000    0.000    0.000    0.000 _graph.py:233(_SeriesPie)
        1    0.000    0.000    0.000    0.000 __init__.py:419(OleDLL)
        1    0.000    0.000    0.000    0.000 mixins.py:1022(FeatureSetMixin)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:12(DummyArray)
        1    0.000    0.000    0.000    0.000 core.py:5862(_minimum_operation)
        1    0.000    0.000    0.000    0.000 case.py:25(SkipTest)
        1    0.000    0.000    0.000    0.000 _graph.py:286(_GraphPropsAxis)
        2    0.000    0.000    0.000    0.000 {thread.get_ident}
        1    0.000    0.000    0.000    0.000 mixins.py:926(SpatialReferenceMixin)
        1    0.000    0.000    0.000    0.000 _na.py:81(RouteSolverProperties)
        1    0.000    0.000    0.000    0.000 _graph.py:276(_GraphPropsLegend)
        1    0.000    0.000    0.000    0.000 copy_reg.py:27(constructor)
        1    0.000    0.000    0.000    0.000 __init__.py:215(c_longlong)
        1    0.000    0.000    0.000    0.000 ParameterClasses.py:2533(_VerticalFactor)
        1    0.000    0.000    0.000    0.000 linalg.py:37(LinAlgError)
        1    0.000    0.000    0.000    0.000 __init__.py:168(c_short)
        1    0.000    0.000    0.000    0.000 arrayprint.py:685(LongComplexFormat)
        1    0.000    0.000    0.000    0.000 case.py:34(_ExpectedFailure)
        1    0.000    0.000    0.000    0.000 index_tricks.py:458(ndenumerate)
        1    0.000    0.000    0.000    0.000 _na.py:41(LocationAllocationSolverProperties)
        1    0.000    0.000    0.000    0.000 geometries.py:22(Annotation)
        2    0.000    0.000    0.000    0.000 core.py:795(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:201(c_double)
        1    0.000    0.000    0.000    0.000 polynomial.py:19(RankWarning)
        1    0.000    0.000    0.000    0.000 ParameterClasses.py:1385(_TopoInputList)
        1    0.000    0.000    0.000    0.000 polyutils.py:56(PolyDomainError)
